gene	SC1	SC2	SC3	SC4	SC5	SC6
ENSG00000227518	0	11	2	1	0	0
ENSG00000227519	0	0	0	0	0	0
ENSG00000227521	0	0	0	0	0	0
ENSG00000227523	3	0	0	0	0	1
ENSG00000227525	4	0	0	6	2	2
ENSG00000227526	0	0	0	0	0	0
ENSG00000227527	5	4	0	7	4	0
ENSG00000227528	0	0	0	0	0	0
ENSG00000227529	0	0	0	0	0	0
ENSG00000227531	0	0	0	0	0	0
ENSG00000227532	4	0	0	0	0	0
ENSG00000227533	109	170	76	122	95	193
ENSG00000227534	0	0	0	0	0	0
ENSG00000227535	0	0	0	0	0	0
ENSG00000227536	11	6	4	7	9	2
ENSG00000227537	0	0	0	0	0	0
ENSG00000227538	0	0	0	0	0	0
ENSG00000227540	23	35	38	34	21	26
ENSG00000227541	0	0	0	2	0	0
ENSG00000227542	11	2	13	4	8	5
ENSG00000227543	19	16	4	11	5	19
ENSG00000227544	0	0	1	0	0	0
ENSG00000227545	0	0	0	0	0	0
ENSG00000227547	0	0	0	0	0	0
ENSG00000227549	0	3	0	0	2	0
ENSG00000227550	0	0	0	0	0	0
ENSG00000227551	0	0	0	0	0	0
ENSG00000227554	0	0	0	0	0	0
ENSG00000227555	0	0	0	0	0	0
ENSG00000227556	0	0	0	0	0	0
ENSG00000227557	0	0	0	0	0	0
ENSG00000227559	0	0	0	0	0	0
ENSG00000227560	0	0	2	0	0	0
ENSG00000227562	0	0	0	0	0	0
ENSG00000227563	0	0	0	0	0	0
ENSG00000227564	0	1	0	0	0	0
ENSG00000227565	0	0	0	0	0	0
ENSG00000227567	0	0	0	0	0	0
ENSG00000227568	0	0	0	0	0	0
ENSG00000227573	0	0	0	0	0	0
ENSG00000227574	0	0	0	0	0	0
ENSG00000227576	0	0	0	0	0	0
ENSG00000227577	0	0	0	0	0	0
ENSG00000227578	0	0	0	0	0	0
ENSG00000227579	0	0	0	0	0	0
ENSG00000227581	3	14	8	5	2	2
ENSG00000227582	1	3	0	0	0	1
ENSG00000227583	0	0	0	0	0	0
ENSG00000227584	0	0	0	0	0	0
ENSG00000227585	0	0	0	0	0	0
ENSG00000227586	0	0	0	0	0	0
ENSG00000227587	0	0	0	0	0	0
ENSG00000227588	0	0	0	0	0	0
ENSG00000227589	0	0	0	0	0	0
ENSG00000227590	9	3	4	1	6	8
ENSG00000227591	13	9	2	6	32	12
ENSG00000227592	0	0	0	0	0	0
ENSG00000227593	0	0	1	0	1	1
ENSG00000227596	0	0	0	0	0	0
ENSG00000227597	0	0	0	0	0	0
ENSG00000227598	1	1	5	0	3	3
ENSG00000227599	0	0	0	0	0	0
ENSG00000227600	0	0	0	0	0	0
ENSG00000227602	0	0	0	0	0	0
ENSG00000227603	7	9	4	2	11	5
ENSG00000227604	0	0	0	0	0	0
ENSG00000227606	3	5	1	8	1	5
ENSG00000227607	0	0	0	0	0	0
ENSG00000227609	0	0	0	0	0	0
ENSG00000227610	0	0	0	0	0	0
ENSG00000227611	0	0	0	0	0	0
ENSG00000227613	0	0	0	0	0	0
ENSG00000227615	2518	2323	2822	3621	7486	2646
ENSG00000227616	0	0	0	0	0	0
ENSG00000227617	1	0	0	2	2	0
ENSG00000227619	0	0	0	0	0	0
ENSG00000227620	0	0	0	0	0	2
ENSG00000227621	7	3	14	8	8	5
ENSG00000227623	0	0	0	0	0	0
ENSG00000227624	0	0	0	0	0	0
ENSG00000227625	0	0	0	0	0	0
ENSG00000227626	0	0	0	0	0	0
ENSG00000227627	0	0	0	0	0	0
ENSG00000227629	0	0	0	1	0	0
ENSG00000227630	3	16	2	2	6	3
ENSG00000227632	0	0	0	0	0	2
ENSG00000227633	0	0	0	0	0	0
ENSG00000227634	0	0	1	0	2	0
ENSG00000227635	0	0	0	0	0	0
ENSG00000227637	0	0	0	0	0	13
ENSG00000227638	0	0	6	3	2	4
ENSG00000227639	0	0	0	0	0	0
ENSG00000227640	15	1	6	2	17	1
ENSG00000227642	0	0	0	0	0	0
ENSG00000227644	0	0	0	0	0	0
ENSG00000227645	0	0	0	0	0	0
ENSG00000227646	0	1	0	0	2	0
ENSG00000227647	0	0	0	0	0	0
ENSG00000227649	0	0	0	0	0	0
ENSG00000227650	0	0	0	0	0	0
ENSG00000227652	0	0	0	0	0	0
ENSG00000227653	1	8	3	8	2	3
ENSG00000227655	0	0	0	0	0	0
ENSG00000227656	0	0	0	0	0	0
ENSG00000227657	0	0	0	0	0	0
ENSG00000227658	0	0	0	0	0	0
ENSG00000227659	4	0	0	0	0	0
ENSG00000227660	1	1	1	2	0	0
ENSG00000227661	0	0	0	0	0	0
ENSG00000227663	0	0	0	0	0	0
ENSG00000227665	0	0	0	0	0	0
ENSG00000227666	9	6	2	5	3	3
ENSG00000227667	0	0	0	0	0	0
ENSG00000227668	0	0	0	0	0	0
ENSG00000227669	0	0	0	0	0	0
ENSG00000227671	419	514	332	205	256	554
ENSG00000227672	0	0	0	0	0	0
ENSG00000227673	0	0	0	0	0	0
ENSG00000227674	0	0	0	0	0	0
ENSG00000227676	6	3	13	5	6	11
ENSG00000227678	2	0	5	0	0	2
ENSG00000227679	0	0	0	0	0	0
ENSG00000227680	0	0	0	0	0	0
ENSG00000227681	0	0	0	0	0	0
ENSG00000227682	8	3	8	5	4	3
ENSG00000227683	0	1	2	0	2	0
ENSG00000227684	0	0	0	0	0	2
ENSG00000227685	0	0	0	0	0	0
ENSG00000227686	0	0	0	0	0	0
ENSG00000227687	0	0	0	0	0	0
ENSG00000227688	0	0	0	0	0	1
ENSG00000227689	0	1	0	0	0	0
ENSG00000227692	2	4	1	1	1	0
ENSG00000227693	0	0	0	0	0	0
ENSG00000227694	0	0	0	0	0	0
ENSG00000227695	5	9	9	2	5	8
ENSG00000227698	6	1	1	0	3	3
ENSG00000227700	2	0	0	0	0	0
ENSG00000227702	0	4	0	1	0	2
ENSG00000227703	0	0	0	0	0	0
ENSG00000227704	0	0	0	0	0	0
ENSG00000227705	0	0	0	0	0	0
ENSG00000227706	0	0	0	0	0	0
ENSG00000227707	0	0	0	0	0	0
ENSG00000227708	0	0	0	0	0	0
ENSG00000227709	13	8	13	10	12	11
ENSG00000227710	0	0	0	0	0	0
ENSG00000227711	0	0	0	0	0	0
ENSG00000227712	0	1	0	0	0	0
ENSG00000227713	0	0	0	0	0	0
ENSG00000227714	0	0	1	0	0	2
ENSG00000227715	0	0	0	0	0	0
ENSG00000227716	0	0	0	0	0	0
ENSG00000227717	0	0	0	0	0	0
ENSG00000227718	0	0	0	0	0	0
ENSG00000227719	9	4	7	5	2	3
ENSG00000227720	0	0	0	0	0	0
ENSG00000227721	0	0	0	0	0	0
ENSG00000227722	4	11	4	5	5	4
ENSG00000227723	0	0	0	0	0	0
ENSG00000227725	50	73	59	42	62	26
ENSG00000227726	1	1	1	0	2	4
ENSG00000227728	0	0	0	0	0	0
ENSG00000227729	0	0	0	0	0	0
ENSG00000227730	0	0	0	0	0	1
ENSG00000227733	0	4	3	0	0	0
ENSG00000227734	0	0	0	0	0	0
ENSG00000227735	0	0	0	0	0	0
ENSG00000227736	0	0	0	0	0	0
ENSG00000227737	0	0	1	0	0	0
ENSG00000227738	1	0	1	0	1	1
ENSG00000227739	0	0	0	0	0	0
ENSG00000227740	3	0	2	0	2	5
ENSG00000227741	55	26	32	6	11	33
ENSG00000227742	1	2	0	2	3	4
ENSG00000227743	0	0	0	0	0	0
ENSG00000227744	13	0	7	0	1	0
ENSG00000227745	0	0	0	0	0	0
ENSG00000227746	0	0	0	0	0	0
ENSG00000227747	0	0	0	0	0	0
ENSG00000227748	1	6	1	2	0	0
ENSG00000227750	0	0	0	0	0	0
ENSG00000227751	0	0	0	0	0	0
ENSG00000227753	0	0	0	0	0	0
ENSG00000227754	0	0	0	0	0	0
ENSG00000227755	0	0	0	0	0	0
ENSG00000227757	0	0	0	0	0	0
ENSG00000227758	5	6	4	2	6	19
ENSG00000227759	0	0	0	0	1	1
ENSG00000227760	0	0	0	0	0	0
ENSG00000227761	0	0	0	0	0	0
ENSG00000227762	0	0	0	0	0	0
ENSG00000227764	0	0	0	0	0	0
ENSG00000227765	3	4	2	3	8	8
ENSG00000227766	0	0	1	0	0	0
ENSG00000227769	2	0	1	0	3	1
ENSG00000227770	1	0	0	0	0	0
ENSG00000227772	0	0	0	0	0	0
ENSG00000227773	0	0	0	0	0	2
ENSG00000227775	108	196	23	69	66	104
ENSG00000227776	0	0	0	0	0	0
ENSG00000227777	2	0	0	0	0	0
ENSG00000227779	0	0	0	0	0	0
ENSG00000227780	0	0	0	0	0	0
ENSG00000227782	16	7	18	15	12	36
ENSG00000227784	0	0	0	0	0	0
ENSG00000227785	0	0	0	0	0	0
ENSG00000227788	0	0	0	0	0	0
ENSG00000227789	0	0	0	0	0	0
ENSG00000227790	0	0	0	0	0	0
ENSG00000227791	1	0	0	0	0	0
ENSG00000227794	0	0	0	0	0	0
ENSG00000227795	0	0	0	0	1	0
ENSG00000227799	9	11	10	13	17	5
ENSG00000227800	0	0	0	0	0	0
ENSG00000227801	0	0	0	0	0	0
ENSG00000227802	2	5	4	0	4	6
ENSG00000227803	1	0	0	0	0	0
ENSG00000227804	0	0	0	0	0	0
ENSG00000227805	0	0	0	0	0	0
ENSG00000227806	0	0	0	0	0	0
ENSG00000227809	0	0	0	0	0	0
ENSG00000227811	1	6	4	11	0	3
ENSG00000227813	1	5	0	3	2	3
ENSG00000227814	0	0	0	0	0	0
ENSG00000227815	0	0	0	0	2	0
ENSG00000227816	0	0	0	0	0	0
ENSG00000227817	0	0	1	0	1	0
ENSG00000227818	0	0	0	0	0	0
ENSG00000227824	0	0	0	0	0	0
ENSG00000227825	12	56	7	36	20	14
ENSG00000227826	0	0	0	0	0	0
ENSG00000227827	54	60	36	41	103	37
ENSG00000227830	0	0	0	0	0	0
ENSG00000227832	0	0	0	0	0	0
ENSG00000227834	0	0	0	0	0	0
ENSG00000227835	0	0	0	0	0	0
ENSG00000227836	1	0	0	0	1	0
ENSG00000227837	0	0	0	0	0	0
ENSG00000227838	1	0	2	0	1	0
ENSG00000227840	0	0	0	0	0	0
ENSG00000227841	0	0	0	0	0	0
ENSG00000227842	0	0	0	0	0	1
ENSG00000227843	0	0	0	0	0	0
ENSG00000227844	0	0	0	0	0	2
ENSG00000227845	0	1	0	0	0	0
ENSG00000227846	0	0	0	0	0	0
ENSG00000227847	0	0	0	0	0	0
ENSG00000227848	5	8	5	8	2	78
ENSG00000227850	126	204	142	159	131	97
ENSG00000227851	0	0	0	0	0	0
ENSG00000227852	2	1	5	4	4	3
ENSG00000227853	0	0	0	0	0	0
ENSG00000227854	0	0	0	0	2	0
ENSG00000227855	20	45	38	31	28	20
ENSG00000227856	0	0	0	0	0	0
ENSG00000227857	0	2	0	0	5	3
ENSG00000227858	0	0	0	0	0	0
ENSG00000227859	0	0	0	0	0	0
ENSG00000227860	0	0	0	0	0	0
ENSG00000227861	0	0	0	0	0	0
ENSG00000227862	0	0	0	0	0	0
ENSG00000227863	0	0	0	0	0	0
ENSG00000227864	0	0	0	0	0	0
ENSG00000227867	0	0	0	0	0	0
ENSG00000227868	0	0	0	0	0	0
ENSG00000227869	0	0	0	0	0	0
ENSG00000227871	0	0	0	0	0	0
ENSG00000227873	0	0	0	0	0	0
ENSG00000227874	0	0	0	0	0	0
ENSG00000227875	0	0	0	0	0	0
ENSG00000227877	0	0	0	0	0	0
ENSG00000227878	0	0	0	0	0	0
ENSG00000227879	2	0	1	2	0	0
ENSG00000227880	0	0	0	0	0	1
ENSG00000227881	1	0	0	0	2	0
ENSG00000227882	0	0	1	0	0	0
ENSG00000227883	0	0	0	0	0	0
ENSG00000227884	0	0	0	0	0	0
ENSG00000227885	5	3	11	3	5	6
ENSG00000227886	0	0	0	0	0	0
ENSG00000227887	0	0	1	1	1	0
ENSG00000227888	0	8	0	0	1	3
ENSG00000227890	8	17	19	10	8	5
ENSG00000227892	0	0	0	0	0	0
ENSG00000227893	0	0	0	0	0	0
ENSG00000227895	0	0	0	0	0	0
ENSG00000227896	19	17	27	6	21	35
ENSG00000227899	0	0	0	0	0	0
ENSG00000227902	0	0	0	0	0	0
ENSG00000227905	0	0	0	0	0	0
ENSG00000227906	0	4	0	0	1	0
ENSG00000227907	0	0	0	0	0	0
ENSG00000227908	1	0	2	3	4	2
ENSG00000227910	3	23	3	13	0	11
ENSG00000227911	0	0	0	0	0	0
ENSG00000227912	0	0	0	0	0	3
ENSG00000227913	1	2	0	0	0	0
ENSG00000227914	1	1	2	1	0	4
ENSG00000227915	0	0	0	0	0	0
ENSG00000227917	0	0	0	0	0	0
ENSG00000227919	0	0	0	0	0	0
ENSG00000227920	0	0	0	0	0	0
ENSG00000227922	0	0	0	1	0	0
ENSG00000227923	0	0	0	0	0	0
ENSG00000227924	0	0	0	0	0	0
ENSG00000227925	0	0	0	0	0	0
ENSG00000227927	3	0	0	0	1	0
ENSG00000227929	0	0	0	1	0	1
ENSG00000227930	0	0	0	0	0	0
ENSG00000227932	0	0	0	0	0	0
ENSG00000227933	0	0	0	0	0	0
ENSG00000227934	123	137	130	140	117	61
ENSG00000227935	0	0	0	0	0	0
ENSG00000227936	0	0	0	0	0	0
ENSG00000227937	0	0	0	0	0	0
ENSG00000227938	2	1	0	0	0	1
ENSG00000227939	526	274	588	533	652	208
ENSG00000227940	0	0	0	0	0	0
ENSG00000227941	0	0	1	0	0	0
ENSG00000227942	22	22	22	26	30	18
ENSG00000227945	3	0	0	2	0	4
ENSG00000227946	70	85	92	84	90	106
ENSG00000227947	0	0	0	0	0	0
ENSG00000227948	0	0	0	2	0	0
ENSG00000227949	0	0	0	0	1	0
ENSG00000227950	0	0	0	0	0	0
ENSG00000227952	0	0	0	0	0	0
ENSG00000227953	0	0	0	0	0	0
ENSG00000227954	0	2	0	1	0	1
ENSG00000227956	0	0	0	0	0	0
ENSG00000227958	0	0	0	0	0	0
ENSG00000227959	27	28	44	33	32	18
ENSG00000227960	0	0	0	1	0	0
ENSG00000227961	0	0	0	0	0	0
ENSG00000227962	2	0	0	0	0	2
ENSG00000227963	4	8	2	0	0	3
ENSG00000227964	1	0	0	0	0	2
ENSG00000227965	3	0	0	1	0	0
ENSG00000227966	0	0	0	0	0	0
ENSG00000227968	9	3	11	0	8	2
ENSG00000227969	0	0	1	0	0	0
ENSG00000227970	0	0	0	0	0	0
ENSG00000227971	0	0	0	0	0	0
ENSG00000227972	2	7	3	4	0	14
ENSG00000227973	63	73	87	82	71	33
ENSG00000227974	0	0	0	0	0	0
ENSG00000227979	0	0	0	0	0	0
ENSG00000227981	0	0	0	0	0	0
ENSG00000227982	0	0	0	0	2	0
ENSG00000227983	0	0	0	0	0	0
ENSG00000227986	3	15	9	9	2	8
ENSG00000227987	0	0	0	0	0	0
ENSG00000227988	0	0	0	0	0	0
ENSG00000227989	0	0	0	0	0	0
ENSG00000227992	8	3	2	0	1	1
ENSG00000227993	0	0	0	0	0	0
ENSG00000227994	0	0	0	0	0	0
ENSG00000227995	0	1	0	0	0	0
ENSG00000227999	3	8	0	1	10	11
ENSG00000228000	0	0	0	0	0	0
ENSG00000228001	0	0	0	0	0	0
ENSG00000228002	89	64	84	42	53	19
ENSG00000228004	0	0	0	0	0	0
ENSG00000228005	1	0	0	0	0	0
ENSG00000228007	1	1	0	0	0	0
ENSG00000228008	21	2	24	12	2	11
ENSG00000228010	1	6	0	7	2	3
ENSG00000228012	0	0	0	0	0	0
ENSG00000228013	4	4	4	1	2	3
ENSG00000228014	0	0	0	0	0	0
ENSG00000228015	0	0	0	0	1	0
ENSG00000228016	1	0	1	1	0	0
ENSG00000228019	1	0	0	0	5	5
ENSG00000228020	0	0	0	0	0	0
ENSG00000228021	0	1	2	3	0	0
ENSG00000228022	3	15	3	1	1	4
ENSG00000228024	0	0	0	0	0	0
ENSG00000228025	0	0	0	0	0	0
ENSG00000228027	0	0	0	0	0	0
ENSG00000228028	1	4	4	0	0	5
ENSG00000228029	0	0	0	0	0	0
ENSG00000228030	0	1	0	0	0	0
ENSG00000228031	0	0	0	0	0	0
ENSG00000228033	1	1	0	0	1	1
ENSG00000228034	0	0	2	0	0	0
ENSG00000228035	2	0	0	0	0	0
ENSG00000228036	0	0	0	0	0	0
ENSG00000228037	1	0	0	0	0	3
ENSG00000228038	0	0	0	0	0	0
ENSG00000228039	0	0	0	0	0	0
ENSG00000228040	1	0	0	0	0	0
ENSG00000228041	0	2	4	1	1	1
ENSG00000228042	0	0	0	0	0	0
ENSG00000228043	11	15	44	17	18	13
ENSG00000228044	23	30	10	5	32	4
ENSG00000228045	0	0	0	0	0	0
ENSG00000228046	0	0	0	0	0	0
ENSG00000228048	0	0	0	0	0	0
ENSG00000228049	0	0	0	0	0	0
ENSG00000228050	6	1	1	1	0	23
ENSG00000228051	30	19	36	12	10	8
ENSG00000228053	0	0	2	1	1	2
ENSG00000228054	0	0	0	0	0	0
ENSG00000228055	0	0	0	0	0	0
ENSG00000228056	1	5	3	1	2	3
ENSG00000228057	148	174	69	99	114	134
ENSG00000228058	0	0	0	0	0	0
ENSG00000228060	4	5	7	2	2	4
ENSG00000228061	0	2	2	0	0	0
ENSG00000228063	0	4	0	0	0	0
ENSG00000228064	0	0	0	0	0	0
ENSG00000228065	106	22	124	32	54	43
ENSG00000228067	0	0	0	0	0	0
ENSG00000228069	0	2	1	0	0	5
ENSG00000228071	3	2	4	4	0	4
ENSG00000228072	0	1	0	0	0	0
ENSG00000228073	0	0	0	0	0	0
ENSG00000228074	0	0	0	0	0	0
ENSG00000228075	0	5	3	1	0	2
ENSG00000228076	0	0	1	0	0	0
ENSG00000228078	0	0	0	1	0	2
ENSG00000228079	0	1	0	0	1	0
ENSG00000228080	0	0	0	0	0	0
ENSG00000228081	0	0	0	0	0	0
ENSG00000228082	0	0	0	0	0	0
ENSG00000228083	0	0	0	0	0	0
ENSG00000228084	13	7	16	10	10	15
ENSG00000228085	0	0	0	0	0	0
ENSG00000228086	0	0	0	0	0	0
ENSG00000228089	4	3	8	2	3	4
ENSG00000228090	0	0	0	0	0	0
ENSG00000228092	0	0	0	0	0	0
ENSG00000228095	0	0	0	0	0	0
ENSG00000228097	0	0	0	0	0	1
ENSG00000228098	1	0	0	0	0	0
ENSG00000228099	0	0	0	0	0	0
ENSG00000228100	0	0	0	0	0	1
ENSG00000228102	0	0	0	0	0	0
ENSG00000228104	0	0	0	0	0	0
ENSG00000228105	0	0	0	0	0	0
ENSG00000228106	22	49	29	38	32	16
ENSG00000228107	8	5	3	1	2	23
ENSG00000228108	0	0	1	0	0	0
ENSG00000228109	31	28	67	16	26	36
ENSG00000228110	123	139	151	139	134	137
ENSG00000228111	0	1	0	2	2	1
ENSG00000228112	0	0	0	0	0	0
ENSG00000228113	0	1	0	0	1	1
ENSG00000228115	0	1	0	0	2	0
ENSG00000228116	0	0	0	0	0	0
ENSG00000228118	153	227	162	207	171	138
ENSG00000228120	0	0	0	0	0	0
ENSG00000228121	28	51	35	46	30	25
ENSG00000228122	0	0	0	0	0	0
ENSG00000228123	0	0	0	1	0	1
ENSG00000228124	3	2	0	1	3	0
ENSG00000228125	12	15	3	5	9	2
ENSG00000228126	9	8	2	11	3	14
ENSG00000228127	3	7	1	17	10	3
ENSG00000228128	0	0	0	0	0	0
ENSG00000228130	0	0	0	0	0	0
ENSG00000228131	0	0	0	0	0	0
ENSG00000228132	0	0	0	0	0	0
ENSG00000228133	2	0	1	1	1	1
ENSG00000228134	0	0	0	0	0	0
ENSG00000228135	0	0	0	0	0	1
ENSG00000228136	0	0	0	0	0	0
ENSG00000228137	5	0	2	8	8	3
ENSG00000228139	0	2	0	0	0	0
ENSG00000228140	1	0	5	2	2	1
ENSG00000228141	0	1	0	0	0	0
ENSG00000228142	0	0	0	0	0	0
ENSG00000228143	1	10	10	8	11	10
ENSG00000228144	0	0	0	0	0	0
ENSG00000228146	5	3	3	9	2	4
ENSG00000228147	0	0	0	0	0	0
ENSG00000228149	3	4	2	2	2	1
ENSG00000228150	23	34	10	34	20	25
ENSG00000228151	0	0	0	1	0	0
ENSG00000228153	0	0	0	0	0	0
ENSG00000228154	0	0	0	0	0	0
ENSG00000228156	0	0	0	0	0	0
ENSG00000228157	0	0	0	0	0	1
ENSG00000228158	52	77	49	35	68	81
ENSG00000228159	0	0	0	0	0	0
ENSG00000228160	0	0	0	0	0	0
ENSG00000228161	0	0	0	0	0	0
ENSG00000228162	0	0	0	0	0	0
ENSG00000228163	0	0	0	0	0	0
ENSG00000228164	0	0	0	0	0	0
ENSG00000228165	0	0	0	0	0	0
ENSG00000228166	0	0	0	0	0	0
ENSG00000228167	1	6	2	3	8	4
ENSG00000228168	4	2	0	3	3	1
ENSG00000228169	1	2	0	2	2	0
ENSG00000228170	0	0	0	0	0	0
ENSG00000228171	1	0	0	0	0	1
ENSG00000228172	16	21	11	22	12	19
ENSG00000228173	0	0	0	0	0	0
ENSG00000228174	0	0	0	0	0	0
ENSG00000228175	21	29	19	10	17	13
ENSG00000228176	0	0	0	0	2	0
ENSG00000228177	0	0	0	0	0	0
ENSG00000228179	0	0	0	0	0	0
ENSG00000228181	0	0	0	0	0	0
ENSG00000228182	0	0	0	0	0	0
ENSG00000228184	0	0	0	0	0	0
ENSG00000228186	0	0	0	0	0	0
ENSG00000228187	20	9	22	7	11	10
ENSG00000228189	0	0	0	0	0	0
ENSG00000228190	0	0	0	0	0	0
ENSG00000228191	0	0	0	0	0	0
ENSG00000228192	19	6	14	8	3	10
ENSG00000228193	0	0	0	0	0	0
ENSG00000228194	5	3	1	10	1	5
ENSG00000228195	0	0	0	0	0	0
ENSG00000228196	46	41	35	20	32	32
ENSG00000228197	0	0	0	0	0	0
ENSG00000228198	0	0	0	0	0	0
ENSG00000228199	0	0	0	0	0	0
ENSG00000228201	14	5	14	2	18	3
ENSG00000228202	0	0	0	0	0	0
ENSG00000228203	8	1	3	7	3	6
ENSG00000228204	0	4	1	3	0	3
ENSG00000228205	476	322	590	570	553	209
ENSG00000228206	0	0	0	0	0	0
ENSG00000228207	0	0	0	0	0	0
ENSG00000228208	0	8	0	7	0	0
ENSG00000228209	0	0	0	0	0	0
ENSG00000228210	0	0	0	0	0	0
ENSG00000228211	0	1	0	3	0	5
ENSG00000228212	10	34	22	11	5	20
ENSG00000228213	0	0	0	0	0	0
ENSG00000228214	1	2	0	1	0	4
ENSG00000228215	0	0	0	0	0	0
ENSG00000228216	0	35	0	31	4	37
ENSG00000228217	23	15	24	18	15	13
ENSG00000228218	8	8	14	6	30	14
ENSG00000228219	1	0	0	0	1	2
ENSG00000228220	0	0	0	0	0	0
ENSG00000228221	2	22	8	37	10	15
ENSG00000228222	0	0	0	0	0	0
ENSG00000228223	134	182	98	197	89	49
ENSG00000228224	40	31	23	35	42	20
ENSG00000228225	0	0	0	0	0	0
ENSG00000228226	0	0	0	0	0	0
ENSG00000228227	0	0	0	0	0	0
ENSG00000228229	0	0	0	0	0	0
ENSG00000228231	0	0	0	0	0	0
ENSG00000228232	1375	2447	2972	5152	3200	1312
ENSG00000228234	0	0	0	0	0	0
ENSG00000228235	0	2	0	0	0	0
ENSG00000228236	18	19	16	19	7	10
ENSG00000228237	3	0	4	0	4	0
ENSG00000228238	1	0	1	1	0	0
ENSG00000228239	0	0	0	0	0	0
ENSG00000228240	0	0	0	0	0	0
ENSG00000228241	0	0	0	0	0	0
ENSG00000228242	4	3	6	3	0	6
ENSG00000228245	0	0	0	0	0	0
ENSG00000228247	0	3	1	2	3	2
ENSG00000228248	0	0	1	0	0	0
ENSG00000228250	0	0	0	0	0	0
ENSG00000228251	9	0	4	9	2	4
ENSG00000228252	0	0	0	0	0	0
ENSG00000228253	25817	38920	23275	35804	35497	18987
ENSG00000228254	0	0	0	0	0	0
ENSG00000228255	0	0	0	0	0	0
ENSG00000228257	0	0	0	0	0	0
ENSG00000228259	0	0	0	0	0	0
ENSG00000228260	0	0	0	0	0	0
ENSG00000228261	2	2	6	0	1	2
ENSG00000228262	0	0	0	0	0	0
ENSG00000228263	0	0	0	0	0	0
ENSG00000228264	21	43	43	29	36	23
ENSG00000228265	34	46	40	22	33	8
ENSG00000228267	0	0	0	0	0	0
ENSG00000228271	0	0	2	0	0	1
ENSG00000228272	0	0	0	0	0	0
ENSG00000228274	51	65	64	67	45	52
ENSG00000228275	0	0	0	0	0	0
ENSG00000228277	0	0	0	0	0	0
ENSG00000228278	0	0	0	0	0	0
ENSG00000228280	0	0	0	2	0	0
ENSG00000228283	82	162	94	73	91	54
ENSG00000228284	0	0	0	0	0	0
ENSG00000228285	308	526	377	447	352	212
ENSG00000228286	0	2	1	0	0	0
ENSG00000228288	113	266	147	330	295	377
ENSG00000228289	0	0	0	0	0	0
ENSG00000228290	0	0	0	0	0	0
ENSG00000228291	0	0	0	0	0	0
ENSG00000228292	0	0	0	0	0	0
ENSG00000228293	1	1	0	0	1	0
ENSG00000228294	0	0	0	0	0	0
ENSG00000228295	2	0	1	3	1	13
ENSG00000228296	0	0	0	0	0	0
ENSG00000228299	0	0	0	0	0	0
ENSG00000228300	1053	1229	1340	1501	1479	744
ENSG00000228301	0	0	0	0	0	0
ENSG00000228302	34	9	24	12	14	17
ENSG00000228303	0	0	0	0	0	0
ENSG00000228304	0	0	0	0	0	0
ENSG00000228305	563	593	855	697	679	307
ENSG00000228307	0	2	0	2	0	0
ENSG00000228308	0	0	0	0	0	1
ENSG00000228309	0	0	0	0	0	0
ENSG00000228312	0	0	0	0	0	0
ENSG00000228314	2	0	0	0	9	0
ENSG00000228315	0	0	0	0	0	0
ENSG00000228316	0	0	0	0	0	0
ENSG00000228317	0	0	0	0	2	0
ENSG00000228318	0	0	0	0	0	0
ENSG00000228319	0	0	0	0	0	0
ENSG00000228321	0	0	0	0	0	0
ENSG00000228322	0	0	0	0	0	0
ENSG00000228323	0	1	2	0	0	0
ENSG00000228325	0	0	0	0	0	0
ENSG00000228327	24	16	14	8	9	14
ENSG00000228328	68	106	91	110	74	50
ENSG00000228329	0	0	0	0	0	0
ENSG00000228330	0	1	1	0	0	2
ENSG00000228331	0	0	0	0	0	0
ENSG00000228333	0	0	0	0	0	0
ENSG00000228334	0	0	0	0	0	0
ENSG00000228335	26	43	25	32	29	28
ENSG00000228336	0	0	0	0	0	0
ENSG00000228337	0	0	0	0	0	0
ENSG00000228338	0	0	0	0	0	0
ENSG00000228339	0	0	0	0	0	0
ENSG00000228340	16	7	14	20	36	2
ENSG00000228341	0	0	1	0	0	0
ENSG00000228343	101	216	134	220	225	95
ENSG00000228345	0	0	0	0	0	0
ENSG00000228347	0	0	0	0	0	0
ENSG00000228348	34	36	32	25	28	15
ENSG00000228349	0	0	0	0	0	0
ENSG00000228350	3	2	2	2	3	0
ENSG00000228351	0	0	0	0	0	0
ENSG00000228352	3	0	5	3	2	2
ENSG00000228353	0	1	0	0	1	0
ENSG00000228354	5	8	13	6	10	5
ENSG00000228355	0	0	0	0	0	0
ENSG00000228357	0	0	0	0	0	0
ENSG00000228358	0	3	0	2	0	0
ENSG00000228360	0	1	1	1	2	1
ENSG00000228361	0	0	0	0	0	0
ENSG00000228363	2	10	10	6	0	4
ENSG00000228364	14	18	13	8	13	9
ENSG00000228365	0	0	0	0	0	0
ENSG00000228366	8	14	0	5	5	5
ENSG00000228367	3	0	4	1	3	1
ENSG00000228368	0	0	0	0	0	0
ENSG00000228369	0	0	1	0	1	1
ENSG00000228370	0	0	0	0	0	0
ENSG00000228371	0	0	0	0	0	0
ENSG00000228372	0	0	0	0	0	0
ENSG00000228373	0	0	0	1	1	1
ENSG00000228374	0	0	0	0	0	0
ENSG00000228375	0	0	0	0	0	0
ENSG00000228376	2	14	1	5	2	6
ENSG00000228377	0	0	0	0	0	0
ENSG00000228379	0	0	0	0	0	0
